id,name,id_location,id_department,postal_code,adress,adress
70064122310938,MARTINEZ RAUL OSCAR,6412010002,412,1,MUÃ‘Z 4707,MUÃ‘Z 4707
70067702310939,MOLINA ALDO GUILLERMO,6770050000,770,2930,SAN MARTIN 665,SAN MARTIN 665
70064412310940,WHITE EUGENIO GUILLERMO,6441030015,441,1900,CALLE 25 Y 35 145,CALLE 25 Y 35 145
70064272310941,JAVIER PALOU,6427010014,427,1,LA PORTEÃ‘ 933,LA PORTEÃ‘ 933
70064272310942,SANGIACOMO ANGEL,6427030,427,1752,OLLEROS 335,OLLEROS 335
70060562310546,FARMACIA BAHIENSE SCS,6056010001,56,8000,San Martín 117,San Martín 117
70067492310547,ANDREU,6749010001,749,1646,CONSTITUCION 1286,CONSTITUCION 1286
70064342310548,FARMACIA SUPER LANUS SCS,6434010002,434,1,ANATOLE FRANCE 1934,ANATOLE FRANCE 1934
70065602310549,FARMACIA ALBERDI SCS,6560010004,560,1744,MARTINEZ MELO 87,MARTINEZ MELO 87
70065392310550,FARMACIA VANTAGE MERLO SCS,6539010003,539,1722,PRESIDENTE CAMPORA 2289,PRESIDENTE CAMPORA 2289
70060352310551,ASOCIACION MUTUAL CREE SER DE LA REP. ARGENTINA,6035010009,35,1875,AVENIDA  FABIAN ONSARI 56,AVENIDA  FABIAN ONSARI 56
70065682310552,FARMACIA DE LA ESTACION SCS,6568010002,568,1684,MISIONES 6578,MISIONES 6578
70068822310553,MOYANO FABIAN OSCAR,6882050000,882,1,MATHEU 1105,MATHEU 1105
70064132310554,DUHALDE PATRICIA ELIZABETH,6413050000,413,6000,RIVADAVIA 117,RIVADAVIA 117
70060492310555,MARCHISIO LEOPOLDO R.,6049020000,49,7300,San Martín 399,San Martín 399
70068262310556,CICCONI,6826050000,826,6400,INGENIERO FOSTER 735,INGENIERO FOSTER 735
70067562310557,FARMACIA AÑON,6756010005,756,1642,AVENIDA   ANDRES ROLON 138,AVENIDA   ANDRES ROLON 138
70067562310558,FABRIS SILVANA BEATRIZ,6756030,756,1,AVENIDA  SANTA FE 1399,AVENIDA  SANTA FE 1399
70060072310559,PEREDA SONIA ROSANA,6007080000,7,6343,pueyrredon 209,pueyrredon 209
70064272310560,DI MEMMO ANA MARIA,6427010010,427,1754,AVENIDA  B. G. JUAN MANUEL DE ROSAS 5423,AVENIDA  B. G. JUAN MANUEL DE ROSAS 5423
70066552310561,VOLPARA ALICIA,6655050000,655,1917,CALLE 28 NRO. 1414 - VERONICA 1414,CALLE 28 NRO. 1414 - VERONICA 1414
70065322310562,BOCCA ERIC DAMIAN,6532020000,532,6600,CALLE 32 863,CALLE 32 863
70060352310563,FARMACIA LACARRA SOCIEDAD EN COMANDITA SIMPLE,6035010005,35,1870,Coronel Lacarra 1702,Coronel Lacarra 1702
70060282310564,FARMACIA LA ROTONDA DEL VAPOR S.C.S,6028010002,28,1852,Avenida Tomás Espora 4185,Avenida Tomás Espora 4185
70062522310565,HISAKI,6252010001,252,1625,25 DE MAYO 1033,25 DE MAYO 1033
70064412310566,SOCIEDAD EN COMANDITA SIMPLE FARMACIA BALDO,6441030015,441,1900,DIAGONAL 80 717,DIAGONAL 80 717
70063992310567,CALVO CARLOS GUILLERMO,6399040000,399,6435,ZUBILLAGA 198,ZUBILLAGA 198
70060582310568,FARMACIA PRIETO CENTRO SCS,6658010006,658,1,ALSINA 127,ALSINA 127
70060282310569,PRIETO SANDRA PATRICIA,6028010011,28,1881,Av. Mosconi 5123,Av. Mosconi 5123
70060582310570,FARMACIA MOSCONI II SCS,6658010006,658,1878,Av. Mosconi 1001,Av. Mosconi 1001
70060352310943,CUNEO LUIS ALBERTO,6035010009,35,1875,Avenida Bartolomé Mitre 5850,Avenida Bartolomé Mitre 5850
70062772310944,FARMACIA FERRERO,6277020000,277,6064,CALLE 3 321,CALLE 3 321
70062172310945,PUYSSEGUR MARCELO FABIAN,6217010001,217,7130,LIBRES DEL SUR 946,LIBRES DEL SUR 946
70060582310946,MARTINS MOURIÃ‘ ADRIAN,6658010006,658,1879,AVENIDA 12 DE OCTUBRE 2666,AVENIDA 12 DE OCTUBRE 2666
70065322310947,ACENSO WALTER DANIEL,6532020000,532,6600,CALLE 11 3149,CALLE 11 3149
70067562310948,OLAVARRIA DIEGO IGNACIO,6756010005,756,1642,J B DE LA SALLE 653,J B DE LA SALLE 653
70060352310949,BERSI ADRIAN BERNARDO,6035010002,35,1870,12 DE OCTUBRE 601,12 DE OCTUBRE 601
70063572310950,RODRIGUEZ JORGE LUIS,6357110003,357,1,AVENIDA ESTRADA 5610,AVENIDA ESTRADA 5610
70068472310951,ENRIQUEZ OSCAR ALFREDO,6847020000,847,6409,REG. 3 CABALLERIA Y STO. CABRAL 700,REG. 3 CABALLERIA Y STO. CABRAL 700
70063712310952,MENDILAHARZU MARTIN,6371020,371,1655,ARTIGAS 6630,ARTIGAS 6630
70060582310953,CABEZA DE LA NATIVID CRISTIAN,6658010007,658,1879,CNO GRAL BELGRANO 2467,CNO GRAL BELGRANO 2467
70064972310954,PISARRA MARIO DEMETRIO,6497060000,497,6700,GUEMES 1202,GUEMES 1202
70067492310955,MANETTI PABLO ARIEL,6749010003,749,1644,RUCCI 2581,RUCCI 2581
70064902310956,RICARD ROBERTO CLAUDIO,6490010002,490,1836,WILDE 1102,WILDE 1102
70067632310957,TONELLO EDUARDO JOSE,6763050002,763,2900,AV FALCON 651,AV FALCON 651
70062662310958,MARCHETTI DANIEL DOMINGO,6266060002,266,1,RUTA 192 Y LOS CEDROS 293,RUTA 192 Y LOS CEDROS 293
70064972310959,PEDERNERA RODOLFO JUAN,6497060002,497,6712,MOSCONI 912,MOSCONI 912
70061262310960,DI PASQUALE SANDRO GREGORIO,6126030000,126,2804,AMEGHINO 825,AMEGHINO 825
70067562310961,SAMBAN ALEJANDRO DIEGO,6756010003,756,1609,IRIGOYEN 601,IRIGOYEN 601
70061262310962,BELBEY GUSTABO JAVIER,6126030000,126,2804,LAVALLE 515,LAVALLE 515
70060562310963,ZUNINI,6056010001,56,8000,ROSARIO 1953,ROSARIO 1953
70060912310964,BERTUZZI FERNANDO FABIAN,6091010002,91,1884,AVENIDA 7 1198,AVENIDA 7 1198
70064122310965,HERRADON GUILLERMO RENE,6412010003,412,1,BELGRANO 259,BELGRANO 259
70064272310966,MAKSYMENKO OLEH,6427010014,427,1753,BERMUDEZ 2876,BERMUDEZ 2876
70068822310967,PERRIARD MARCELO DAVID,6882050000,882,2800,JUSTA LIMA 701,JUSTA LIMA 701
70063852310968,MAFFEO SERGIO ALBERTO,6385030000,385,6015,IGNACIO COLIQUEO 70,IGNACIO COLIQUEO 70
70061752310571,GIACUSA GLADIS MATILDE,6175010000,175,2720,CALLE 46 545,CALLE 46 545
70067702310572,GRAU MARIELA TERESA,6770050000,770,2930,BELGRANO 1500,BELGRANO 1500
70064272310573,DODERA,6427010009,427,1704,BARTOLOME MITRE 71,BARTOLOME MITRE 71
70063712310574,FARMACIA CENTRAL DEL FERROCARRIL S.C.S,6371040,371,1650,BELGRANO 3202,BELGRANO 3202
70064622310575,FARMACIA SANCHEZ MALLOR SOCIEDAD EN COMADITA SIMPLE,6462020000,462,1,AVENIDA  SAN MARTIN 855,AVENIDA  SAN MARTIN 855
70064272310576,FARMACIA PLAZA SAN JUSTO S.C.S,6427010010,427,1754,PERU 2538,PERU 2538
70060772310577,TOGNOLOTTI MARIA RAQUEL,6077010000,77,2740,RICARDO GUTIERREZ 426,RICARDO GUTIERREZ 426
70066382310578,MIETTA ALDO JOSE LUIS,6638040008,638,1629,11 DE SEPTIEMBRE (EX EVA PERON) 995,11 DE SEPTIEMBRE (EX EVA PERON) 995
70064202310579,LLAMBIAS RENATA ADELIA,6420020003,420,7109,AVENIDA  DEL LIBERTADOR 582,AVENIDA  DEL LIBERTADOR 582
70064902310580,OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA DEL NEUMATICO,6490010002,490,1836,ANTARTIDA ARGENTINA 2726,ANTARTIDA ARGENTINA 2726
70060582310581,FARMACIA PRIETO SCS,6658010006,658,1878,Av. Mosconi 2599,Av. Mosconi 2599
70063572310582,OLIVERI MARIA FLORENCIA,6357110003,357,7600,AVENIDA  LURO 4102,AVENIDA  LURO 4102
70063712310583,FARMACIA DEL AGUILA DOS SCS,6371010006,371,1653,ALMIRANTE BROWN 3099,ALMIRANTE BROWN 3099
70067602310584,FARMACIA SOCIAL DEL AGUILA SCS,6760010004,760,1,AVENIDA  MITRE 1346,AVENIDA  MITRE 1346
70068402310585,MODERNA FARMACIA DEL AGUILA S.C.S,6840010001,840,1,SAN MARTIN 2287,SAN MARTIN 2287
70064132310586,PORCU NORMA ARACELI,6413050000,413,1,PRIMERA JUNTA 192,PRIMERA JUNTA 192
70064972310587,FARMACIA LORENZO CASEY SCS,6497060000,497,6700,LORENZO CASEY 786,LORENZO CASEY 786
70063712310588,ANTIGUA FARMACIA DEL AGUILA SCS,6371010006,371,1653,ALVEAR 251,ALVEAR 251
70066552310589,Mutual del Personal Civil de la Fuerza Aeronaval NÂº1,6655050000,655,1917,CALLE 23 1671,CALLE 23 1671
70061262310590,D ANGELO NELSON EDUARDO,6126030000,126,1,AVENIDA  ROCCA 55,AVENIDA  ROCCA 55
70063572310591,Farmacia Alberti 2902 SCS,6357110003,357,7600,HIPOLITO YRIGOYEN 2598,HIPOLITO YRIGOYEN 2598
70063572310592,Pharma Port SCS,6357110003,357,7600,12 DE OCTUBRE 3185,12 DE OCTUBRE 3185
70060562310593,SUCESION DE HERNANDEZ SALVADOR,6056010001,56,0,ALSINA 112,ALSINA 112
70068052310594,TRAJTEMBERG ROBERTO,6805010003,805,1611,RIOBAMBA ----,RIOBAMBA ----
70060282310969,LOPEZ KROL NORBERTO MARIANO,6028010001,28,1846,SEGUI 834,SEGUI 834
70064622311214,ALBAMONTE MARIA CECILIA,6462060000,462,1,SAN MARTIN 101,SAN MARTIN 101
70064412311215,ZITO LAURA ADRIANA,6441030023,441,1894,CNO BELGRANO 1850,CNO BELGRANO 1850
70064272311216,ORSINGHER MYRIAM MABEL,6427010004,427,1,AVENIDA LURO 4740,AVENIDA LURO 4740
70064132311217,DE PAUL LILIANA ESTELA,6413050000,413,6000,CORONEL SUAREZ 92,CORONEL SUAREZ 92
70067632311218,MELONE FERNANDO AURELIO,6763050002,763,2900,PRESIDENTE  PERON 858,PRESIDENTE  PERON 858
70060352311219,SCIGLIANO GUILLERMO MARCELO,6035010006,35,1870,GALICIA 800,GALICIA 800
70063572311220,GUEVARA HECTOR ENRIQUE,6357110003,357,1,SAN JUAN 381,SAN JUAN 381
70064122311221,MARCHESE PATRICIA SUSANA,6412010002,412,1665,MUNOZ 3741,MUNOZ 3741
70066232311222,SERATTO CLAUDIO ADRIAN,6623100000,623,2700,AVENIDA ROCA 499,AVENIDA ROCA 499
70061962311223,GONZALEZ MARCELO ALDO,6196000003,196,7530,AVENIDA  25 DE MAYO 1400,AVENIDA  25 DE MAYO 1400
70062102311224,GIUBERGIA ROSANA BEATRIZ,6210020000,210,1,SANTIAGO DEL ESTERO 40,SANTIAGO DEL ESTERO 40
70067562311225,FABRIS,6756010005,756,1642,CENTENARIO 448,CENTENARIO 448
70063712311226,LOPEZ MONICA BEATRIZ,6371040,371,1650,HIPOLITO YRIGOYEN 5198,HIPOLITO YRIGOYEN 5198
70067632311227,TIONI ELIANA CECIL,6763050002,763,2900,RADEMIL ESQ. ALVEAR 1196,RADEMIL ESQ. ALVEAR 1196
70063712311228,PRIETO MARIA ALEJANDRA,6371020,371,1,25 DE MAYO 102,25 DE MAYO 102
70063572311229,PAZ PAULA GRACIELA,6357110003,357,7600,TALCAHUANO 795,TALCAHUANO 795
70060562311230,GAMBOA MARCELO GERARDO,6056010001,56,8000,Maipú 958,Maipú 958
70064342311231,GALUPPO CLAUDIA,6434010004,434,1825,CENTENARIO URUGUAYO 2286,CENTENARIO URUGUAYO 2286
70065602311232,PRATS LILIANA BETINA,6560010005,560,1,DASTUGUE 2482,DASTUGUE 2482
70067702311233,ALVAREZ SERGIO ESTEBAN,6770060000,770,1,SAN MARTIN 498,SAN MARTIN 498
70064972311234,ROVETTA OSCAR HORACIO MARCELO,6497060000,497,6700,ALTE BROWN 402,ALTE BROWN 402
70068052311235,MASTROMONACO DINO SANDRO,6805010003,805,1611,interior central 424,interior central 424
70060702311236,PETRUZZELLI,6070010000,70,0,LIB GRAL SAN MARTIN 2125,LIB GRAL SAN MARTIN 2125
70065392311237,MENDIBIL SILVINA LAURA,6539010003,539,1722,RUTA 200 34.5,RUTA 200 34.5
70060702310595,PETRUZELLI NICOLAS ANTONIO,6070010000,70,0,STA MARIA DE ORO 811,STA MARIA DE ORO 811
70064102310596,GABILONDO,6410010002,410,0,CIPOLLETTI 686,CIPOLLETTI 686
70063572310597,PEREIRA JOSE FRANCISCO,6357110003,357,0,CONSTITUCION 4375,CONSTITUCION 4375
70062382310598,ABAIT JOSE,6238010000,238,7100,LAMADRID 346,LAMADRID 346
70063712310599,LUCHINI JORGE HECTOR,6371020,371,1655,juan manuel de rosas 2866,juan manuel de rosas 2866
70063712310600,SREIDER RICARDO MANUEL,6371050,371,1657,RUTA NAC. Nº8 9875,RUTA NAC. Nº8 9875
70067602310601,GUILLEM FERNANDO CARLOS,6760010004,760,0,AVENIDA MITRE 4702,AVENIDA MITRE 4702
70064272310602,FELDMAN,6427010013,427,1768,PRIMERA JUNTA 599,PRIMERA JUNTA 599
70060912310603,TROVATO MONASTRA ANGEL OSCAR,6091010010,91,1876,CALLE 24 4909,CALLE 24 4909
70065602310604,CORTI RODOLFO JOSE,6560010004,560,0,LISANDRO DE LA TORRE 539,LISANDRO DE LA TORRE 539
70068052310605,RUBIN CARLOS JAIME,6805010010,805,1648,AVENIDA CAZON 983,AVENIDA CAZON 983
70068402310606,FEDERICI ROBERTO ENRIQUE,6840010008,840,1682,DEL KAIZER 1304,DEL KAIZER 1304
70067602310607,DURANDEU ROBERTO OSVALDO,6760010004,760,0,AVENIDA PRESIDENTE  PERON 2312,AVENIDA PRESIDENTE  PERON 2312
70067492310608,TRAYNOR GUILLERMO ARTURO,6749010001,749,1646,CONSTITUCION 1000,CONSTITUCION 1000
70067562310609,PERTUSSIO HORACIO DOMINGO,6756010003,756,1609,Olazábal 489,Olazábal 489
70065392310610,BLANCO JOSE ERNESTO,6539010001,539,1,AVENIDA EVA PERON 2992,AVENIDA EVA PERON 2992
70068402310611,PAGANINI OSCAR ALBERTO,6840010001,840,1678,PRESIDENTE  PERON 5599,PRESIDENTE  PERON 5599
70065152310612,CONTI ANDRES JORGE,6515010008,515,0,SUCRE 1635,SUCRE 1635
70064122310613,SAVORETTI AGUSTIN ANGEL,6412010002,412,1665,H IRIGOYEN 366,H IRIGOYEN 366
70063572310614,GRIMALDI,6357110003,357,7600,Alberti 1899,Alberti 1899
70064202310615,FOGLIA EDUARDO HUGO,6420030000,420,0,TALAS DEL TUYU 3176,TALAS DEL TUYU 3176
70064972310616,NEGRI RONALDO ERNESTO,6497060000,497,6700,SAN MARTIN 482,SAN MARTIN 482
70064412310617,DIAZ CARLOS ALBERTO,6441030015,441,1900,CALLE 57 1535,CALLE 57 1535
70067702310618,SANTACREU RODOLFO GERARDO JAIM,6770050000,770,2930,MITRE 1101,MITRE 1101
70067492310619,FERNANDEZ CASAL OSCAR ANTONIO,6749010001,749,1,25 DE MAYO 2036,25 DE MAYO 2036
70064412310620,FARMACIA WALCZUK,6441030019,441,1897,Camino General Belgrano 1449,Camino General Belgrano 1449
70061402310995,BAVA GUILLERMO MARIANO,6140010000,140,2752,ALEM 708,ALEM 708
70067702310996,MOLINA GUSTAVO RAUL,6770050000,770,1,SAN MARTIN,SAN MARTIN
70065322310997,MILHOMME CARLOS ALBERTO,6532020000,532,6600,CALLE 30 345,CALLE 30 345
70064552310998,ROBILOTTE BRUNO,6455030000,455,7200,PUEYRREDON  515,PUEYRREDON  515
70062872310999,MOLINA MARTIN,6287010000,287,1,SAN MARTIN 699,SAN MARTIN 699
70064272311000,SPINELLI NICOLAS ALBERTO,6427010010,427,1752,AVENIDA J M DE ROSAS 4588,AVENIDA J M DE ROSAS 4588
70064902311001,CASANOVA GABRIEL VICTOR,6490010003,490,1832,OLIDEN 297,OLIDEN 297
70060582311002,SHIROMA DANIEL ALEJANDRO,6658010006,658,1878,AVENIDA ANDRES BARANDA 805,AVENIDA ANDRES BARANDA 805
70065682311003,DI ROSA GUSTAVO ESTEBAN,6568010002,568,1,BERGAMINI 1608,BERGAMINI 1608
70067912311004,TOURNE PABLO ARIEL,6791050000,791,1,CHACABUCO 302,CHACABUCO 302
70068402311005,IBORRA GABRIEL J,6840010001,840,1,L DE LA TORRE 4119,L DE LA TORRE 4119
70060282311006,CASTELLI DIEGO IGNACIO,6028010010,28,1847,Colón 3351,Colón 3351
70068402311007,COLOMBO ADRIAN FABIO,6840010006,840,1,JOSE INGENIEROS 1392,JOSE INGENIEROS 1392
70065152311008,LUCCHETTI DARIO RAUL,6515010005,515,1,AVENIDA J D PERON 3030,AVENIDA J D PERON 3030
70068682311009,CORNALO FABIO MARTIN LORENZO,6868020000,868,7165,AVENIDA 3 4350,AVENIDA 3 4350
70062602311010,BUSTOS PEDRO OMAR,6260010002,260,1,JACARANDA 1055,JACARANDA 1055
70061542311011,CECCHI PABLO TULIO,6154010000,154,6455,GARRE 501,GARRE 501
70061262311012,SZTURM FAVIO CARLOS,6126030000,126,2804,BELGRANO 396,BELGRANO 396
70068402311013,KOZE GUSTAVO ALEJANDRO,6840010013,840,1676,AVENIDA LA PLATA 3718,AVENIDA LA PLATA 3718
70064692311014,BLASQUEZ,6469100000,469,6075,Mariano Moreno 169,Mariano Moreno 169
70064272311015,PELLEJERO ESTEBAN ANDRES,6427010003,427,1759,MARIANO ACOSTA 4499,MARIANO ACOSTA 4499
70063642311016,MARTINEZ VIEYRA RAUL ALBERTO,6364030003,364,1748,SARMIENTO 927,SARMIENTO 927
70061262311017,FIGUEROLA DIEGO,6126030000,126,2804,PRESIDENTE  PERON 149,PRESIDENTE  PERON 149
70061542311018,PRIETO JUAN JOSE,6154050,154,6231,AVENIDA C. NAÃ“ DE BALBIANI 564,AVENIDA C. NAÃ“ DE BALBIANI 564
70063012311019,PUYSSEGUR JUAN MARTIN,6301010000,301,7223,SAAVEDRA 443,SAAVEDRA 443
70064972311020,SALVATTO ANDRES IVAN,6497060000,497,6700,C PELLEGRINI 753,C PELLEGRINI 753
70062802311099,TEJEDOR MATIAS ADRIAN,6280030000,280,7605,CALLE 1 162,CALLE 1 162
70066442311100,FERNANDEZ GUSTAVO,6644010003,644,7167,AVENIDA CONSTITUCION 1781,AVENIDA CONSTITUCION 1781
70062702311101,JAURIGOITY JUAN IGNACIO,6270010006,270,1,SAN MARTIN 156,SAN MARTIN 156
70060562311102,TAVERNA MARTIN ALEJANDRO,6056010001,56,8000,Avenida Almafuerte 771,Avenida Almafuerte 771
70064972311103,MARCELO HERNAN DEVESA,6497060000,497,6700,SARMIENTO 1288,SARMIENTO 1288
70064972311104,MELO EDUARDO JOSE,6497060000,497,6700,ALSINA 1893,ALSINA 1893
70062172311105,BOSATTA JAVIER MARIA,6217010001,217,7130,LIBRES DEL SUR 302,LIBRES DEL SUR 302
70060282311106,ALVAREZ FRANCISCO JAVIER,6028010012,28,1846,Virrey Vértiz,Virrey Vértiz
70065252311107,ARREGUI ALDO IGNACIO,6525020002,525,1727,SAN MARTIN 462,SAN MARTIN 462
70063572311108,GIORLANDO MARIO MAURICIO,6357110003,357,1,TALCAHUANO 2002,TALCAHUANO 2002
70064202311109,BRUNO PABLO DANIEL,6420030000,420,1,CALLE 16 90,CALLE 16 90
70068822310623,FRIDMAN SALOMON,6882050000,882,2800,FELIX PAGOLA 1487,FELIX PAGOLA 1487
70068822310624,CORIA RAUL EDMUNDO,6882050000,882,2800,LAVALLE 1417,LAVALLE 1417
70068822310625,VECCHIO ANIBAL ALBERTO,6882050000,882,2800,Pellegrini 1054,Pellegrini 1054
70060282310626,MODERNA PIÑOL SCS,6028010003,28,1849,MONJITAS 1250,MONJITAS 1250
70064272310627,AMANOTTO JUAN CARLOS,6427010009,427,1704,HUMBOLDT 502,HUMBOLDT 502
70061342310628,GARAVAGLIA DANIEL JORGE,6134030000,134,1814,SAN MARTIN 803,SAN MARTIN 803
70065602310629,PRIETO,6560010004,560,1744,Calle Marcos de Bueno 550,Calle Marcos de Bueno 550
70065602310630,WILKE ENRIQUE RICARDO,6560010004,560,1744,ASCONAPE 200,ASCONAPE 200
70064132310631,DA PIEVE LIDONEL OEDRO,6413050000,413,1,URQUIZA 237,URQUIZA 237
70062242310632,VISCA JUAN BERNARDO,6224010000,224,6620,C. PELLEGRINI 249,C. PELLEGRINI 249
70062242310633,FARMACIA CREMONA MOQUEHUA SCS,6224050000,224,6625,RIVADAVIA 196,RIVADAVIA 196
70067562310634,MARIOTTO ROBERTO ANTONIO,6756010003,756,1,AVENIDA AVELINO ROLON 177,AVENIDA AVELINO ROLON 177
70064832310635,LOBOS,6483040000,483,7240,9 DE JULIO 40,9 DE JULIO 40
70068262310636,PEREDA FRANCISCO LEON,6826050000,826,6400,VILLEGAS 368,VILLEGAS 368
70064412310637,FARMACIA RONCAROLO SCS,6441030016,441,0,AVENIDA 44 5073,AVENIDA 44 5073
70060632310638,BURGOS JUAN ANTONIO,6063010000,63,7620,CALLE 19 897,CALLE 19 897
70060912310639,PORTA EMILIO HUGO,6091010001,91,1884,14 5208,14 5208
70064902310640,OLKIES MAURICIO - RAWSON,6490010001,490,1828,URIARTE 398,URIARTE 398
70065812310641,NATALUCCI CARLOS ALBERTO,6581040002,581,7631,578 1765,578 1765
70062802310642,ROJAS JUAN CARLOS,6280010000,280,7613,BELGRANO 499,BELGRANO 499
70060582310643,GERBI ROBERTO JORGE,6658010005,658,1,E DEL CAMPO 4502,E DEL CAMPO 4502
70064412310644,BLANCO CARLOS ALBERTO,6441030009,441,1896,LACROZE 2069,LACROZE 2069
70064412310645,QUERINI,6441030015,441,1900,PLAZA HIPOLITO IRIGOYEN 60,PLAZA HIPOLITO IRIGOYEN 60
70063572310646,SEVERINO MANUEL,6357110003,357,1,SAN MARTIN 2455,SAN MARTIN 2455
70068822310903,UNREIM GRACIELA SILVINA,6882050000,882,2800,SUIPACHA 1110,SUIPACHA 1110
70067602310904,PAGES GABRIEL ALEJANDRO,6760010003,760,1663,AVENIDA PRESIDENTE  PERON 46,AVENIDA PRESIDENTE  PERON 46
70063922310905,VOTA SERGIO FABIAN,6392050,392,1,MORENO 513,MORENO 513
70064342310906,CAPROV NESTOR ADRIAN,6434010002,434,1824,PRINGLES 2402,PRINGLES 2402
70064342310907,SITRIN EDUARDO GUILLERMO,6434010004,434,1825,BERON DE ASTRADA 3806,BERON DE ASTRADA 3806
70064902310908,RICHMOND GUILLERMO ADRIAN,6490010003,490,1,AVENIDA ALTE BROWN 2400,AVENIDA ALTE BROWN 2400
70063852310909,MAFFEO FABIAN HORACIO,6385030000,385,6015,COLIQUEO 650,COLIQUEO 650
70060562310910,FIORDELMONDO PABLO ARIEL,6056010001,56,8000,Remedios de Escalada 3,Remedios de Escalada 3
70064132310911,TRAVERSO GUSTAVO TOMAS,6413050000,413,1,ARIAS 73,ARIAS 73
70062102310912,RASIA CLAUDIO MARCELO,6210040000,210,1,MARTINI 112,MARTINI 112
70060352310913,MARCUCCI DANIEL OSCAR,6035010008,35,1,CENTENARIO URUGUAYO 1602,CENTENARIO URUGUAYO 1602
